,title,id,metal,mass,diameter,era,year,inscriptions,jpg,txt
50,Marcus Aurelius,RIC_0475a_note[pius],Silver,3.82,,AD,157.0,"['AVG', 'CAES', 'COS', 'TR']",RIC_0475a_note[pius].jpg,RIC_0475a_note[pius].txt
51,Marcus Aurelius,RIC_0477a[pius],Gold,7.23,,AD,158.0,"['AVG', 'CAES', 'COS', 'TR']",RIC_0477a[pius].jpg,RIC_0477a[pius].txt
52,Marcus Aurelius,RIC_0477b[pius],Gold,7.12,,AD,158.0,"['AVG', 'CAES', 'COS', 'TR']",RIC_0477b[pius].jpg,RIC_0477b[pius].txt
55,Marcus Aurelius,RIC_0480e[pius],Silver,2.83,17.0,AD,139.0,"['AVG', 'CAES', 'COS', 'TR']",RIC_0480e[pius].jpg,RIC_0480e[pius].txt
56,Marcus Aurelius,RIC_0480e[pius]_type2,Silver,3.51,17.0,AD,139.0,"['AVG', 'CAES', 'COS', 'TR']",RIC_0480e[pius]_type2.jpg,RIC_0480e[pius]_type2.txt
57,Marcus Aurelius,RIC_0480e[pius]_type3,Silver,3.41,17.0,AD,139.0,"['AVG', 'CAES', 'COS', 'TR']",RIC_0480e[pius]_type3.jpg,RIC_0480e[pius]_type3.txt
58,Marcus Aurelius,RIC_0480e[pius]_type3_Limes,Copper,3.41,17.0,AD,139.0,"['AVG', 'CAES', 'COS', 'TR']",RIC_0480e[pius]_type3_Limes.jpg,RIC_0480e[pius]_type3_Limes.txt
59,Marcus Aurelius,RIC_0481[pius],Gold,7.15,,AD,159.0,"['AVG', 'CAES', 'COS', 'TR']",RIC_0481[pius].jpg,RIC_0481[pius].txt
63,Marcus Aurelius,RIC_0488[pius],Gold,7.18,,AD,160.0,"['AVG', 'COS', 'TR', 'CAESAR']",RIC_0488[pius].jpg,RIC_0488[pius].txt
64,Marcus Aurelius,RIC_0489[pius],Silver,3.36,,AD,160.0,"['AVG', 'COS', 'TR', 'CAESAR']",RIC_0489[pius].jpg,RIC_0489[pius].txt
67,Marcus Aurelius,RIC_1232b[pius],Brass,26.18,33.0,AD,140.0,"['AVG', 'CAESAR']",RIC_1232b[pius].jpg,RIC_1232b[pius].txt
68,Marcus Aurelius,RIC_1232c[pius],Brass,28.5,33.0,AD,140.0,"['AVG', 'CAESAR']",RIC_1232c[pius].jpg,RIC_1232c[pius].txt
69,Marcus Aurelius, RIC_1233a[pius],Brass,22.26,33.0,,,"['AVG', 'CAESAR']", RIC_1233a[pius].jpg, RIC_1233a[pius].txt
70,Marcus Aurelius,RIC_1234b[pius],Brass,21.98,,AD,142.0,"['AVG', 'SC', 'CAESAR']",RIC_1234b[pius].jpg,RIC_1234b[pius].txt
77,Marcus Aurelius,RIC_1242a[pius],Brass,22.74,,,,"['AVG', 'COS', 'CAESAR']",RIC_1242a[pius].jpg,RIC_1242a[pius].txt
79,Marcus Aurelius,RIC_1246[pius],Brass,25.8,32.0,AD,145.0,"['AVG', 'COS', 'SC', 'CAESAR']",RIC_1246[pius].jpg,RIC_1246[pius].txt
82,Marcus Aurelius,RIC_1255[pius],Copper,12.22,27.0,AD,145.0,"['AVG', 'COS', 'CAESAR']",RIC_1255[pius].jpg,RIC_1255[pius].txt
83,Marcus Aurelius,RIC_1258[pius],Copper,10.25,26.0,AD,145.0,"['AVG', 'COS']",RIC_1258[pius].jpg,RIC_1258[pius].txt
84,Marcus Aurelius,RIC_1259_1[pius],Copper,10.36,26.0,AD,145.0,"['AVG', 'COS', 'CAESAR']",RIC_1259_1[pius].jpg,RIC_1259_1[pius].txt
85,Marcus Aurelius,RIC_1259_2[pius],Copper,9.4,26.0,AD,145.0,"['AVG', 'COS', 'CAESAR']",RIC_1259_2[pius].jpg,RIC_1259_2[pius].txt
86,Marcus Aurelius,RIC_1260[pius].1,Brass,11.35,25.0,AD,145.0,"['AVG', 'COS', 'CAESAR']",RIC_1260[pius].1.jpg,RIC_1260[pius].1.txt
87,Marcus Aurelius,RIC_1261[pius],Copper,8.17,26.0,AD,148.0,"['AVG', 'COS', 'SC']",RIC_1261[pius].jpg,RIC_1261[pius].txt
89,Marcus Aurelius,RIC_1262_2[pius],Copper,10.58,,AD,147.0,"['AVG', 'COS', 'CAESAR']",RIC_1262_2[pius].jpg,RIC_1262_2[pius].txt
91,Marcus Aurelius,RIC_1264[pius],Copper,11.48,24.0,AD,145.0,"['AVG', 'COS', 'CAESAR']",RIC_1264[pius].jpg,RIC_1264[pius].txt
92,Marcus Aurelius,RIC_1265[pius],Copper,22.2,29.0,AD,145.0,"['AVG', 'COS', 'CAESAR']",RIC_1265[pius].jpg,RIC_1265[pius].txt
98,Marcus Aurelius,RIC_1292[pius],Copper,10.99,27.0,AD,148.0,"['AVG', 'COS', 'TR', 'CAESAR']",RIC_1292[pius].jpg,RIC_1292[pius].txt
104,Marcus Aurelius,RIC_1307_sest[pius],Copper,23.1,31.0,,,"['AVG', 'COS', 'TR', 'CAESAR']",RIC_1307_sest[pius].jpg,RIC_1307_sest[pius].txt
112,Marcus Aurelius,RIC_1317[pius],Brass,12.73,26.0,AD,153.0,"['AVG', 'COS', 'TR', 'CAESAR']",RIC_1317[pius].jpg,RIC_1317[pius].txt
116,Marcus Aurelius,RIC_1321[pius]_dupondius,Brass,10.45,27.0,AD,154.0,"['AVG', 'COS', 'TR', 'CAESAR']",RIC_1321[pius]_dupondius.jpg,RIC_1321[pius]_dupondius.txt
130,Marcus Aurelius,RIC_1347[pius],Copper,10.66,25.1,AD,157.0,"['AVG', 'CAES', 'COS', 'TR']",RIC_1347[pius].jpg,RIC_1347[pius].txt
136,Marcus Aurelius,RIC_1354Ab[pius],Copper,10.21,,AD,159.0,"['AVG', 'CAES', 'COS', 'TR']",RIC_1354Ab[pius].jpg,RIC_1354Ab[pius].txt
137,Marcus Aurelius,RIC_1354Ba[pius],Copper,13.69,,AD,159.0,"['AVG', 'COS', 'TR', 'CAESAR']",RIC_1354Ba[pius].jpg,RIC_1354Ba[pius].txt
138,Marcus Aurelius,RIC_1355A_corr,Copper,14.39,26.0,AD,159.0,"['AVG', 'CAES', 'COS', 'TR']",RIC_1355A_corr.jpg,RIC_1355A_corr.txt
187,Marcus Aurelius,RIC_0146_var,Silver,3.5,19.0,,,"['AVG', 'COS', 'TR']",RIC_0146_var.jpg,RIC_0146_var.txt
198,Marcus Aurelius,RIC_0173,Gold,7.18,21.0,AD,166.0,"['AVG', 'IMP', 'COS', 'TR']",RIC_0173.jpg,RIC_0173.txt
231,Marcus Aurelius,RIC_0235_var_RSC_141a,Silver,3.41,16.0,AD,161.0,"['AVG', 'IMP', 'COS', 'TR']",RIC_0235_var_RSC_141a.jpg,RIC_0235_var_RSC_141a.txt
332,Marcus Aurelius,RIC_0874ADD,Brass,13.16,,AD,874.0,"['AVG', 'IMP', 'COS', 'TR']",RIC_0874ADD.jpg,RIC_0874ADD.txt
336,Marcus Aurelius,RIC_0890,Brass,24.19,32.0,AD,163.0,"['AVG', 'IMP', 'COS', 'TR']",RIC_0890.jpg,RIC_0890.txt
348,Marcus Aurelius,RIC_0905,Brass,26.96,33.0,AD,165.0,"['AVG', 'IMP', 'COS', 'TR']",RIC_0905.jpg,RIC_0905.txt
350,Marcus Aurelius,RIC_0908,Brass,22.4,35.0,AD,165.0,"['AVG', 'IMP', 'COS', 'SC', 'TR']",RIC_0908.jpg,RIC_0908.txt
351,Marcus Aurelius,RIC_0910,Brass,23.4,35.0,AD,165.0,"['AVG', 'IMP', 'COS', 'SC', 'TR']",RIC_0910.jpg,RIC_0910.txt
359,Marcus Aurelius,RIC_0924,Brass,11.9,26.0,AD,165.0,"['AVG', 'IMP', 'COS', 'TR']",RIC_0924.jpg,RIC_0924.txt
362,Marcus Aurelius,RIC_0927_var,Brass,9.92,26.0,AD,165.0,"['AVG', 'IMP', 'COS', 'TR']",RIC_0927_var.jpg,RIC_0927_var.txt
364,Marcus Aurelius,RIC_0928_var,Copper,11.8,,AD,166.0,"['AVG', 'IMP', 'COS', 'TR']",RIC_0928_var.jpg,RIC_0928_var.txt
370,Marcus Aurelius,RIC_0936,Brass,9.44,24.4,AD,166.0,"['AVG', 'IMP', 'COS', 'TR']",RIC_0936.jpg,RIC_0936.txt
379,Marcus Aurelius,RIC_0959,Brass,30.11,,,,"['AVG', 'IMP', 'COS', 'TR']",RIC_0959.jpg,RIC_0959.txt
381,Marcus Aurelius,RIC_0962,Brass,21.55,31.0,AD,168.0,"['AVG', 'IMP', 'COS', 'TR']",RIC_0962.jpg,RIC_0962.txt
382,Marcus Aurelius,RIC_0963,Brass,25.23,32.0,AD,180.0,"['AVG', 'COS', 'SC', 'TR']",RIC_0963.jpg,RIC_0963.txt
386,Marcus Aurelius,RIC_0966,Brass,18.8,27.0,AD,169.0,"['AVG', 'COS', 'TR']",RIC_0966.jpg,RIC_0966.txt
408,Marcus Aurelius,RIC_1018,Brass,9.8,,AD,170.0,"['AVG', 'IMP', 'COS', 'TR']",RIC_1018.jpg,RIC_1018.txt
435,Marcus Aurelius,RIC_1098,Brass,28.04,30.76,AD,173.0,"['AVG', 'IMP', 'COS', 'SC']",RIC_1098.jpg,RIC_1098.txt
439,Marcus Aurelius,RIC_1109,Brass,26.45,,AD,173.0,"['AVG', 'IMP', 'COS', 'SC', 'TR']",RIC_1109.jpg,RIC_1109.txt
460,Marcus Aurelius,RIC_1192,Copper,10.19,25.0,AD,161.0,"['AVG', 'IMP', 'GERM', 'COS', 'SC']",RIC_1192.jpg,RIC_1192.txt
464,Marcus Aurelius,RIC_1196,Copper,12.32,,AD,177.0,"['AVG', 'IMP', 'GERM', 'COS', 'TR']",RIC_1196.jpg,RIC_1196.txt
465,Marcus Aurelius,RIC_1197,Copper,10.45,25.5,AD,161.0,"['AVG', 'IMP', 'GERM', 'COS', 'PP', 'SC']",RIC_1197.jpg,RIC_1197.txt
474,Marcus Aurelius,RIC_1236,Copper,8.5,23.5,AD,178.0,"['AVG', 'IMP', 'COS', 'TR']",RIC_1236.jpg,RIC_1236.txt
484,Marcus Aurelius,RIC_0264[commodus],Silver,3.71,,AD,180.0,,RIC_0264[commodus].jpg,RIC_0264[commodus].txt
485,Marcus Aurelius,RIC_0266[commodus],Silver,2.87,,AD,180.0,,RIC_0266[commodus].jpg,RIC_0266[commodus].txt
487,Marcus Aurelius,RIC_0268[commodus],Silver,2.6,,AD,180.0,,RIC_0268[commodus].jpg,RIC_0268[commodus].txt
498,Marcus Aurelius,RIC_0658[commodus],Brass,27.26,,AD,161.0,,RIC_0658[commodus].jpg,RIC_0658[commodus].txt
509,Marcus Aurelius,_abydos_Hauck_21_341,Copper,9.34,,AD,162.0,,_abydos_Hauck_21_341.jpg,_abydos_Hauck_21_341.txt
515,Marcus Aurelius,_aigeai_SNGLev_1732,Copper,12.81,,AD,161.0,,_aigeai_SNGLev_1732.jpg,_aigeai_SNGLev_1732.txt
518,Marcus Aurelius,_akmoneia_Waddington_5501,Copper,4.51,,AD,161.0,,_akmoneia_Waddington_5501.jpg,_akmoneia_Waddington_5501.txt
519,Marcus Aurelius,_alexandria_Dattari_3173 var,Silver,12.74,23.0,AD,150.0,,_alexandria_Dattari_3173 var.jpg,_alexandria_Dattari_3173 var.txt
525,Marcus Aurelius,Dattari_3349,Copper,13.54,,AD,162.0,,Dattari_3349.jpg,Dattari_3349.txt
529,Marcus Aurelius,_alexandria_ANS_1944_100_61177,Copper,12.98,21.0,AD,164.0,['C'],_alexandria_ANS_1944_100_61177.jpg,_alexandria_ANS_1944_100_61177.txt
530,Marcus Aurelius,Milne_2512,Copper,10.44,22.64,AD,164.0,,Milne_2512.jpg,Milne_2512.txt
533,Marcus Aurelius,Milne_2586,Copper,20.75,31.0,AD,167.0,,Milne_2586.jpg,Milne_2586.txt
534,Marcus Aurelius,Milne_2590,Copper,12.65,23.0,AD,168.0,['C'],Milne_2590.jpg,Milne_2590.txt
540,Marcus Aurelius,_amasia_RecGen_20_var,Copper,26.38,,AD,161.0,,_amasia_RecGen_20_var.jpg,_amasia_RecGen_20_var.txt
544,Marcus Aurelius,_amastris_RecGen_82,Copper,4.01,,AD,138.0,,_amastris_RecGen_82.jpg,_amastris_RecGen_82.txt
545,Marcus Aurelius,_amastris_RecGen_83,Copper,3.97,,AD,144.0,,_amastris_RecGen_83.jpg,_amastris_RecGen_83.txt
552,Marcus Aurelius,_amphipolis_Varbanov_3214,Copper,4.4,,AD,161.0,,_amphipolis_Varbanov_3214.jpg,_amphipolis_Varbanov_3214.txt
554,Marcus Aurelius,_amphipolis_Varbanov_3220,Copper,3.55,,AD,141.0,,_amphipolis_Varbanov_3220.jpg,_amphipolis_Varbanov_3220.txt
556,Marcus Aurelius,_anazarbus_SNGLev_1392,Copper,12.6,24.0,AD,164.0,,_anazarbus_SNGLev_1392.jpg,_anazarbus_SNGLev_1392.txt
558,Marcus Aurelius,_anchialus_Varbanov_70,Copper,9.9,,AD,161.0,,_anchialus_Varbanov_70.jpg,_anchialus_Varbanov_70.txt
560,Marcus Aurelius,_andros_RighettiColl_352,Copper,4.42,,AD,161.0,,_andros_RighettiColl_352.jpg,_andros_RighettiColl_352.txt
561,Marcus Aurelius,_ankyra_BMC_30,Copper,14.3,,AD,161.0,,_ankyra_BMC_30.jpg,_ankyra_BMC_30.txt
563,Marcus Aurelius,_antiochKragum_Levante9,Copper,10.42,,AD,138.0,,_antiochKragum_Levante9.jpg,_antiochKragum_Levante9.txt
564,Marcus Aurelius,_antiochPisidia_BMC_08,Copper,2.9,,AD,161.0,['CAESAR'],_antiochPisidia_BMC_08.jpg,_antiochPisidia_BMC_08.txt
565,Marcus Aurelius,_antiochPisidia_HJB_192_327,Copper,2.94,,AD,143.0,,_antiochPisidia_HJB_192_327.jpg,_antiochPisidia_HJB_192_327.txt
566,Marcus Aurelius,_antiochPisidia_Imhoof_KM_14,Copper,5.4,,AD,161.0,['CAES'],_antiochPisidia_Imhoof_KM_14.jpg,_antiochPisidia_Imhoof_KM_14.txt
567,Marcus Aurelius,_antioch_SNGFr_1085,Copper,3.4,,AD,161.0,['CAESAR'],_antioch_SNGFr_1085.jpg,_antioch_SNGFr_1085.txt
568,Marcus Aurelius,_antiochPisidia_SNGFr_1092,Copper,6.5,,,,,_antiochPisidia_SNGFr_1092.jpg,_antiochPisidia_SNGFr_1092.txt
569,Marcus Aurelius,_antiochPisidia_Woellner_3087,Copper,2.05,,AD,143.0,['CAESAR'],_antiochPisidia_Woellner_3087.jpg,_antiochPisidia_Woellner_3087.txt
571,Marcus Aurelius,_antioch_Butcher_430a,Copper,10.8,,,,,_antioch_Butcher_430a.jpg,_antioch_Butcher_430a.txt
575,Marcus Aurelius,_apamea_CNG_82-828,Copper,16.71,,AD,161.0,"['AVG', 'CAES']",_apamea_CNG_82-828.jpg,_apamea_CNG_82-828.txt
577,Marcus Aurelius,_apolloniaCaria_Weber_6429,Copper,4.95,,AD,139.0,,_apolloniaCaria_Weber_6429.jpg,_apolloniaCaria_Weber_6429.txt
579,Marcus Aurelius,_apolloniaPisidia_SNGvA_4992,Copper,22.26,,AD,161.0,,_apolloniaPisidia_SNGvA_4992.jpg,_apolloniaPisidia_SNGvA_4992.txt
582,Marcus Aurelius,_apollonis_RPC_ol_3299,Copper,14.71,,AD,161.0,,_apollonis_RPC_ol_3299.jpg,_apollonis_RPC_ol_3299.txt
584,Marcus Aurelius,_arados_BMC_379,Copper,10.18,,AD,161.0,,_arados_BMC_379.jpg,_arados_BMC_379.txt
592,Marcus Aurelius,_attuda_SNG_Righetti_955,Copper,29.22,,AD,161.0,,_attuda_SNG_Righetti_955.jpg,_attuda_SNG_Righetti_955.txt
596,Marcus Aurelius,_augusta_trajana_Varbanov_844,Copper,4.27,,AD,161.0,,_augusta_trajana_Varbanov_844.jpg,_augusta_trajana_Varbanov_844.txt
598,Marcus Aurelius,_augusta_trajana_Varbanov_848,Copper,4.08,,,,,_augusta_trajana_Varbanov_848.jpg,_augusta_trajana_Varbanov_848.txt
599,Marcus Aurelius,_augusta_trajana_Varbanov_849,Copper,3.59,,AD,161.0,,_augusta_trajana_Varbanov_849.jpg,_augusta_trajana_Varbanov_849.txt
608,Marcus Aurelius,_berytus_BMC_109,Copper,13.56,,,,"['AVG', 'IMP', 'CAES']",_berytus_BMC_109.jpg,_berytus_BMC_109.txt
616,Marcus Aurelius,_caesarea_Mionnet_IV_79,Copper,7.26,,AD,166.0,,_caesarea_Mionnet_IV_79.jpg,_caesarea_Mionnet_IV_79.txt
631,Marcus Aurelius,Syd_334var,Silver,10.1,,AD,175.0,,Syd_334var.jpg,Syd_334var.txt
635,Marcus Aurelius,Syd_357,Copper,7.4,20.0,AD,162.0,,Syd_357.jpg,Syd_357.txt
636,Marcus Aurelius,_caesarea_Metcalf_135v,Silver,10.24,,AD,175.0,,_caesarea_Metcalf_135v.jpg,_caesarea_Metcalf_135v.txt
637,Marcus Aurelius,_caesarea_Waddington_6768,Copper,3.71,,,,,_caesarea_Waddington_6768.jpg,_caesarea_Waddington_6768.txt
640,Marcus Aurelius,_caesarea_ad_libanon_Rouvier_728,Copper,8.72,,AD,149.0,,_caesarea_ad_libanon_Rouvier_728.jpg,_caesarea_ad_libanon_Rouvier_728.txt
643,Marcus Aurelius,_calchedon_Naumann_62_422,Copper,2.8,,AD,161.0,,_calchedon_Naumann_62_422.jpg,_calchedon_Naumann_62_422.txt
644,Marcus Aurelius,_carallia_SNGPfalz_673,Copper,6.61,,AD,161.0,,_carallia_SNGPfalz_673.jpg,_carallia_SNGPfalz_673.txt
645,Marcus Aurelius,_carrhae_RPC-ol_9288,Copper,2.89,17.0,,,,_carrhae_RPC-ol_9288.jpg,_carrhae_RPC-ol_9288.txt
649,Marcus Aurelius,_chalkis_Paris_1764,Copper,8.2,,AD,192.0,,_chalkis_Paris_1764.jpg,_chalkis_Paris_1764.txt
653,Marcus Aurelius,_coela_Varbanov_2987var,Copper,3.43,,AD,161.0,,_coela_Varbanov_2987var.jpg,_coela_Varbanov_2987var.txt
654,Marcus Aurelius,_coela_Varbanov_2987var2,Copper,4.1,,,,['IMP'],_coela_Varbanov_2987var2.jpg,_coela_Varbanov_2987var2.txt
657,Marcus Aurelius,_colybrassus_BMC_3,Copper,4.12,,AD,161.0,,_colybrassus_BMC_3.jpg,_colybrassus_BMC_3.txt
659,Marcus Aurelius,_colybrassus_SNGLev_317,Copper,4.59,,AD,161.0,,_colybrassus_SNGLev_317.jpg,_colybrassus_SNGLev_317.txt
661,Marcus Aurelius,_colybrassus_SNGPfalz_745,Copper,10.4,,AD,161.0,,_colybrassus_SNGPfalz_745.jpg,_colybrassus_SNGPfalz_745.txt
663,Marcus Aurelius,_corinth_Bernhart_101,Copper,12.38,,AD,161.0,['C'],_corinth_Bernhart_101.jpg,_corinth_Bernhart_101.txt
669,Marcus Aurelius,_corinth_Mionnet_S4_624,Copper,11.7,,AD,161.0,,_corinth_Mionnet_S4_624.jpg,_corinth_Mionnet_S4_624.txt
670,Marcus Aurelius,_corinth_Paris_893,Copper,8.15,,AD,161.0,"['IMP', 'C']",_corinth_Paris_893.jpg,_corinth_Paris_893.txt
673,Marcus Aurelius,_corinth_SNGCop_327,Copper,10.99,,AD,161.0,['C'],_corinth_SNGCop_327.jpg,_corinth_SNGCop_327.txt
675,Marcus Aurelius,_cremna_BMC_05,Copper,8.87,,AD,161.0,"['IMP', 'C']",_cremna_BMC_05.jpg,_cremna_BMC_05.txt
676,Marcus Aurelius,_cremna_Imhoof_GRM_2,Copper,11.95,,AD,161.0,"['IMP', 'C']",_cremna_Imhoof_GRM_2.jpg,_cremna_Imhoof_GRM_2.txt
681,Marcus Aurelius,_derbe_Aulock_Lyk_77,Copper,10.2,,AD,164.0,,_derbe_Aulock_Lyk_77.jpg,_derbe_Aulock_Lyk_77.txt
682,Marcus Aurelius,_dionysopolis_Varbanov_434_var,Copper,5.86,,AD,161.0,,_dionysopolis_Varbanov_434_var.jpg,_dionysopolis_Varbanov_434_var.txt
684,Marcus Aurelius,_dionysopolis_Varbanov_435_2,Copper,5.86,,AD,161.0,,_dionysopolis_Varbanov_435_2.jpg,_dionysopolis_Varbanov_435_2.txt
685,Marcus Aurelius,_dioshieron_BMC_11,Copper,15.91,,,,,_dioshieron_BMC_11.jpg,_dioshieron_BMC_11.txt
686,Marcus Aurelius,_dioshieron_Imhoof_GM_592,Copper,13.85,,AD,161.0,,_dioshieron_Imhoof_GM_592.jpg,_dioshieron_Imhoof_GM_592.txt
687,Marcus Aurelius,_dioshieron_Isegrim_43757,Copper,21.7,,AD,161.0,,_dioshieron_Isegrim_43757.jpg,_dioshieron_Isegrim_43757.txt
688,Marcus Aurelius,_dioshieron_Paris_286,Copper,25.14,,,,,_dioshieron_Paris_286.jpg,_dioshieron_Paris_286.txt
691,Marcus Aurelius,_dium_AE24_Lindgren_1059,Copper,12.55,,AD,161.0,"['IMP', 'CAES']",_dium_AE24_Lindgren_1059.jpg,_dium_AE24_Lindgren_1059.txt
692,Marcus Aurelius,_doliche_BMC_1,Copper,9.5,,AD,0.0,,_doliche_BMC_1.jpg,_doliche_BMC_1.txt
695,Marcus Aurelius,_elaea_BMC_45,Copper,21.79,,AD,161.0,,_elaea_BMC_45.jpg,_elaea_BMC_45.txt
697,Marcus Aurelius,_elaeussa_SNGLev_847,Copper,6.08,,AD,161.0,,_elaeussa_SNGLev_847.jpg,_elaeussa_SNGLev_847.txt
698,Marcus Aurelius,_ephesos_G&amp;N_30-323,Copper,5.73,,AD,161.0,,_ephesos_G&amp;N_30-323.jpg,_ephesos_G&amp;N_30-323.txt
700,Marcus Aurelius,_ephesos_Righetti_IV_582,Copper,4.88,,AD,139.0,,_ephesos_Righetti_IV_582.jpg,_ephesos_Righetti_IV_582.txt
707,Marcus Aurelius,_etenna_vA_Pisidien_531,Copper,7.2,,,,,_etenna_vA_Pisidien_531.jpg,_etenna_vA_Pisidien_531.txt
709,Marcus Aurelius,_eumeneia_BMC_59,Copper,9.07,,AD,161.0,,_eumeneia_BMC_59.jpg,_eumeneia_BMC_59.txt
710,Marcus Aurelius,_flaviopolis_SNGLev_1540,Copper,7.7,,AD,167.0,,_flaviopolis_SNGLev_1540.jpg,_flaviopolis_SNGLev_1540.txt
720,Marcus Aurelius,_gerasa_Spij_11,Copper,5.59,,,,,_gerasa_Spij_11.jpg,_gerasa_Spij_11.txt
724,Marcus Aurelius,_germe_BMC_1977-2-5-2,Copper,9.76,,AD,138.0,,_germe_BMC_1977-2-5-2.jpg,_germe_BMC_1977-2-5-2.txt
725,Marcus Aurelius,_germe_BMC_16,Copper,10.1,,AD,138.0,,_germe_BMC_16.jpg,_germe_BMC_16.txt
728,Marcus Aurelius,_germe_SNGvA_7724,Copper,5.54,,AD,138.0,,_germe_SNGvA_7724.jpg,_germe_SNGvA_7724.txt
729,Marcus Aurelius,_gordus-julia_Burstein_691,Copper,21.1,,,,,_gordus-julia_Burstein_691.jpg,_gordus-julia_Burstein_691.txt
731,Marcus Aurelius,_gordus-julia_RPC_ol_9939,Copper,8.78,,AD,161.0,,_gordus-julia_RPC_ol_9939.jpg,_gordus-julia_RPC_ol_9939.txt
733,Marcus Aurelius,_gordus-julia_Waddington_4976,Copper,15.49,,,,,_gordus-julia_Waddington_4976.jpg,_gordus-julia_Waddington_4976.txt
741,Marcus Aurelius,_heraclea_Imhoof_KM9,Copper,15.5,,AD,169.0,,_heraclea_Imhoof_KM9.jpg,_heraclea_Imhoof_KM9.txt
742,Marcus Aurelius,_herakleiaSalbace_Schulten_1987_558,Copper,25.34,,AD,161.0,,_herakleiaSalbace_Schulten_1987_558.jpg,_herakleiaSalbace_Schulten_1987_558.txt
743,Marcus Aurelius,_hierocaesarea_Prowe_III_1469,Copper,3.43,,AD,161.0,,_hierocaesarea_Prowe_III_1469.jpg,_hierocaesarea_Prowe_III_1469.txt
744,Marcus Aurelius,_hierocaesareia_SNGFitz_4860,Copper,6.36,,AD,139.0,,_hierocaesareia_SNGFitz_4860.jpg,_hierocaesareia_SNGFitz_4860.txt
751,Marcus Aurelius,_hierapolisCastabala_SNG_Lev_1584,Copper,4.4,,AD,138.0,,_hierapolisCastabala_SNG_Lev_1584.jpg,_hierapolisCastabala_SNG_Lev_1584.txt
753,Marcus Aurelius,_hieroCastabala_SNG_Tahberer_792,Copper,7.6,,,,,_hieroCastabala_SNG_Tahberer_792.jpg,_hieroCastabala_SNG_Tahberer_792.txt
756,Marcus Aurelius,_hyde_vonAulock_83,Copper,12.8,,AD,161.0,,_hyde_vonAulock_83.jpg,_hyde_vonAulock_83.txt
758,Marcus Aurelius,_hypaepa_CNG_159-172,Copper,16.77,,AD,161.0,,_hypaepa_CNG_159-172.jpg,_hypaepa_CNG_159-172.txt
764,Marcus Aurelius,_hyrkanis_Righetti_Coll_758,Copper,16.77,,AD,161.0,,_hyrkanis_Righetti_Coll_758.jpg,_hyrkanis_Righetti_Coll_758.txt
765,Marcus Aurelius,_iasos_Mionnet_346,Copper,19.18,,,,,_iasos_Mionnet_346.jpg,_iasos_Mionnet_346.txt
768,Marcus Aurelius,_ilion_Bellinger_T149,Copper,22.12,,AD,161.0,,_ilion_Bellinger_T149.jpg,_ilion_Bellinger_T149.txt
769,Marcus Aurelius,_ilion_Bellinger_T152,Copper,6.37,,AD,161.0,,_ilion_Bellinger_T152.jpg,_ilion_Bellinger_T152.txt
777,Marcus Aurelius,_kallatis_NY_52-192,Copper,7.41,,,,,_kallatis_NY_52-192.jpg,_kallatis_NY_52-192.txt
781,Marcus Aurelius,_nikaiaKilbiani_Imhoof_GRM_2,Copper,17.2,,AD,147.0,,_nikaiaKilbiani_Imhoof_GRM_2.jpg,_nikaiaKilbiani_Imhoof_GRM_2.txt
782,Marcus Aurelius,_kilbiani_Imhoof_LS_09,Copper,5.22,,AD,161.0,,_kilbiani_Imhoof_LS_09.jpg,_kilbiani_Imhoof_LS_09.txt
787,Marcus Aurelius,_kyzikos_RPC_11206,Copper,18.8,,,,,_kyzikos_RPC_11206.jpg,_kyzikos_RPC_11206.txt
788,Marcus Aurelius,_kyzikos_SNGCop_109,Copper,8.53,,AD,138.0,,_kyzikos_SNGCop_109.jpg,_kyzikos_SNGCop_109.txt
789,Marcus Aurelius,_kyzikos_SNGStockholm_2033,Copper,8.78,,AD,177.0,,_kyzikos_SNGStockholm_2033.jpg,_kyzikos_SNGStockholm_2033.txt
792,Marcus Aurelius,_laertes_SNGFrance_597,Copper,17.28,,,,,_laertes_SNGFrance_597.jpg,_laertes_SNGFrance_597.txt
793,Marcus Aurelius,_laertes_SNGLev_376,Copper,8.87,,AD,161.0,,_laertes_SNGLev_376.jpg,_laertes_SNGLev_376.txt
794,Marcus Aurelius,_laertes_SNGLev_Supp_63,Copper,5.24,,,,,_laertes_SNGLev_Supp_63.jpg,_laertes_SNGLev_Supp_63.txt
802,Marcus Aurelius,_lysias_Aulock_Phryg_629,Copper,12.51,,AD,161.0,,_lysias_Aulock_Phryg_629.jpg,_lysias_Aulock_Phryg_629.txt
803,Marcus Aurelius,_lystra_Aulock_Lyk_518,Copper,4.4,,AD,139.0,"['AVG', 'CAESAR']",_lystra_Aulock_Lyk_518.jpg,_lystra_Aulock_Lyk_518.txt
804,Marcus Aurelius,_lystra_LindgrenIII_740,Copper,8.4,,,,"['IMP', 'CAES']",_lystra_LindgrenIII_740.jpg,_lystra_LindgrenIII_740.txt
807,Marcus Aurelius,_maeonia_LindgrenIII_486,Copper,2.75,,AD,139.0,,_maeonia_LindgrenIII_486.jpg,_maeonia_LindgrenIII_486.txt
810,Marcus Aurelius,_magnesiaMaeandrum_RPC_11096,Copper,17.25,,AD,161.0,,_magnesiaMaeandrum_RPC_11096.jpg,_magnesiaMaeandrum_RPC_11096.txt
