,title,id,metal,mass,diameter,era,year,inscriptions,jpg,txt
626,Augustus,RPC_2495,Copper,5.49,,,,,RPC_2495.jpg,RPC_2495.txt
627,Augustus,RPC_2505,Copper,2.81,,BC,-10.0,,RPC_2505.jpg,RPC_2505.txt
629,Augustus,RPC_2512,Copper,3.33,,,,,RPC_2512.jpg,RPC_2512.txt
630,Augustus,RPC_2515,Copper,6.4,,AD,1.0,,RPC_2515.jpg,RPC_2515.txt
631,Augustus,RPC_2527,Copper,6.26,,AD,14.0,,RPC_2527.jpg,RPC_2527.txt
636,Augustus,_hypaepa_Altinoluk_28D,Copper,4.0,,AD,14.0,,_hypaepa_Altinoluk_28D.jpg,_hypaepa_Altinoluk_28D.txt
637,Augustus,_hypaepa_Naumann_DF2278,Copper,4.71,19.52,AD,1.0,,_hypaepa_Naumann_DF2278.jpg,_hypaepa_Naumann_DF2278.txt
640,Augustus,RPC_2575,Copper,3.0,,,,,RPC_2575.jpg,RPC_2575.txt
646,Augustus,RPC_2595,Copper,9.72,,AD,1.0,,RPC_2595.jpg,RPC_2595.txt
647,Augustus,RPC_2596,Copper,10.29,,AD,1.0,,RPC_2596.jpg,RPC_2596.txt
650,Augustus,RPC_2633,Copper,12.06,,,,,RPC_2633.jpg,RPC_2633.txt
652,Augustus,RPC_2635,Copper,5.66,,BC,-28.0,,RPC_2635.jpg,RPC_2635.txt
661,Augustus,RPC_2662,Copper,4.34,,,,,RPC_2662.jpg,RPC_2662.txt
665,Augustus,RPC_2738,Copper,6.4,,,,,RPC_2738.jpg,RPC_2738.txt
669,Augustus,RPC_2690,Copper,3.1,,,,,RPC_2690.jpg,RPC_2690.txt
670,Augustus,RPC_2790,Copper,5.14,,AD,1.0,,RPC_2790.jpg,RPC_2790.txt
671,Augustus,RPC_2792,Copper,7.81,,AD,1.0,,RPC_2792.jpg,RPC_2792.txt
672,Augustus,RPC_2794,Copper,7.81,,AD,1.0,,RPC_2794.jpg,RPC_2794.txt
673,Augustus,RPC_2796,Copper,3.48,,,,,RPC_2796.jpg,RPC_2796.txt
677,Augustus,RPC_2847,Copper,3.58,,AD,14.0,,RPC_2847.jpg,RPC_2847.txt
678,Augustus,RPC_2848,Copper,2.87,,AD,1.0,,RPC_2848.jpg,RPC_2848.txt
679,Augustus,RPC_2849,Copper,5.02,,AD,14.0,,RPC_2849.jpg,RPC_2849.txt
680,Augustus,RPC_2850,Copper,3.55,,AD,1.0,,RPC_2850.jpg,RPC_2850.txt
684,Augustus,RPC_2894,Copper,5.0,,BC,-15.0,,RPC_2894.jpg,RPC_2894.txt
685,Augustus,RPC_2895,Copper,4.48,,AD,1.0,,RPC_2895.jpg,RPC_2895.txt
690,Augustus,RPC_2955,Copper,5.95,,,,,RPC_2955.jpg,RPC_2955.txt
691,Augustus,RPC_2957,Copper,4.55,,,,,RPC_2957.jpg,RPC_2957.txt
696,Augustus,RPC_3049,Copper,3.9,,AD,1.0,,RPC_3049.jpg,RPC_3049.txt
700,Augustus,RPC_3126,Copper,4.39,,,,,RPC_3126.jpg,RPC_3126.txt
701,Augustus,RPC_3127,Copper,7.24,,,,,RPC_3127.jpg,RPC_3127.txt
703,Augustus,RPC_3129,Copper,6.18,,AD,14.0,,RPC_3129.jpg,RPC_3129.txt
709,Augustus,RPC_3167,Copper,5.8,,AD,1.0,,RPC_3167.jpg,RPC_3167.txt
712,Augustus,RPC_3194A,Copper,4.4,,,,,RPC_3194A.jpg,RPC_3194A.txt
713,Augustus,RPC_3196,Copper,6.19,,AD,14.0,,RPC_3196.jpg,RPC_3196.txt
714,Augustus,RPC_3197,Copper,3.92,,AD,1.0,,RPC_3197.jpg,RPC_3197.txt
716,Augustus,RPC_3233,Copper,5.7,,AD,1.0,,RPC_3233.jpg,RPC_3233.txt
718,Augustus,RPC_3307,Silver,3.49,,BC,-20.0,,RPC_3307.jpg,RPC_3307.txt
723,Augustus,RPC_3353,Copper,4.38,,AD,1.0,,RPC_3353.jpg,RPC_3353.txt
725,Augustus,RPC_3383,Copper,3.61,,,,,RPC_3383.jpg,RPC_3383.txt
726,Augustus,RPC_3386,Copper,4.79,,,,,RPC_3386.jpg,RPC_3386.txt
727,Augustus,RPC_3515,Copper,6.9,,,,,RPC_3515.jpg,RPC_3515.txt
728,Augustus,RPC_3515_countermark,Copper,6.8,,BC,-23.0,,RPC_3515_countermark.jpg,RPC_3515_countermark.txt
731,Augustus,RPC_3539,Copper,9.17,,AD,1.0,,RPC_3539.jpg,RPC_3539.txt
732,Augustus,RPC_3540,Copper,5.94,,,,['IMP'],RPC_3540.jpg,RPC_3540.txt
736,Augustus,RPC_3909,Copper,7.56,,AD,1.0,"['AVG', 'CAESAR', 'C', 'TRIB POT']",RPC_3909.jpg,RPC_3909.txt
744,Augustus,RPC_4105,Copper,10.52,,BC,-5.0,"['SC', 'TR']",RPC_4105.jpg,RPC_4105.txt
758,Augustus,RPC_4250,Copper,19.21,,BC,-4.0,,RPC_4250.jpg,RPC_4250.txt
760,Augustus,RPC_4255,Copper,16.2,,BC,-3.0,,RPC_4255.jpg,RPC_4255.txt
767,Augustus,RPC_4452,Copper,8.04,,AD,1.0,,RPC_4452.jpg,RPC_4452.txt
768,Augustus,RPC_4460,Copper,8.42,,AD,1.0,,RPC_4460.jpg,RPC_4460.txt
772,Augustus,RPC_4537,Copper,3.31,,,,,RPC_4537.jpg,RPC_4537.txt
776,Augustus,RPC_4604,Copper,9.91,,,,,RPC_4604.jpg,RPC_4604.txt
786,Augustus,RPC_4954,Copper,1.84,,AD,6.0,,RPC_4954.jpg,RPC_4954.txt
787,Augustus,RPC_4955,Copper,2.26,,AD,8.0,,RPC_4955.jpg,RPC_4955.txt
788,Augustus,RPC_4956,Copper,1.6,,AD,9.0,,RPC_4956.jpg,RPC_4956.txt
789,Augustus,RPC_4957,Copper,2.11,,AD,1.0,,RPC_4957.jpg,RPC_4957.txt
790,Augustus,RPC_5001,Copper,18.58,,BC,-28.0,,RPC_5001.jpg,RPC_5001.txt
791,Augustus,RPC_5014,Copper,3.82,16.0,AD,14.0,,RPC_5014.jpg,RPC_5014.txt
792,Augustus,RPC_5030,Copper,5.84,,AD,1.0,,RPC_5030.jpg,RPC_5030.txt
794,Augustus,RPC_5412,Copper,8.56,,BC,-26.0,"['IMP', 'COS', 'AVGVSTVS', 'CAESAR']",RPC_5412.jpg,RPC_5412.txt
796,Augustus,RPC_5419,Copper,6.8,19.0,,,['TR'],RPC_5419.jpg,RPC_5419.txt
6,Aurelian,Goebl_213-2c,Copper,3.57,,AD,274.0,['IMP'],Goebl_213-2c.jpg,Goebl_213-2c.txt
11,Aurelian,Goebl_372a,Gold,5.99,,AD,270.0,"['IMP', 'C']",Goebl_372a.jpg,Goebl_372a.txt
13,Aurelian,MOM_1487,Copper,2.87,21.0,AD,272.0,"['IMP', 'PF', 'C']",MOM_1487.jpg,MOM_1487.txt
14,Aurelian,RIC_MOM_2595,Copper,3.55,,AD,270.0,['IMP'],RIC_MOM_2595.jpg,RIC_MOM_2595.txt
19,Aurelian,RIC_0006var,Copper,2.98,,,,"['IMP', 'C']",RIC_0006var.jpg,RIC_0006var.txt
32,Aurelian,RIC_0042v,Copper,3.86,24.0,AD,0.0,['IMP'],RIC_0042v.jpg,RIC_0042v.txt
56,Aurelian,RIC_0068_B,Copper,2.28,18.0,,,"['IMP', 'C']",RIC_0068_B.jpg,RIC_0068_B.txt
57,Aurelian,RIC_0069_B,Copper,2.06,18.0,AD,275.0,['IMP'],RIC_0069_B.jpg,RIC_0069_B.txt
74,Aurelian,RIC_0101_var_1,Copper,2.62,20.0,AD,270.0,['IMP'],RIC_0101_var_1.jpg,RIC_0101_var_1.txt
75,Aurelian,RIC_0101_var_2,Copper,3.54,22.3,AD,270.0,['IMP'],RIC_0101_var_2.jpg,RIC_0101_var_2.txt
118,Aurelian,RIC_0171_rdc,Gold,6.07,,,,['IMP'],RIC_0171_rdc.jpg,RIC_0171_rdc.txt
174,Aurelian,RIC_0260var,Copper,3.46,,AD,272.0,['IMP'],RIC_0260var.jpg,RIC_0260var.txt
185,Aurelian,RIC_0265_P,Copper,3.93,22.0,AD,270.0,['IMP'],RIC_0265_P.jpg,RIC_0265_P.txt
221,Aurelian,RIC_0292_G,Copper,3.49,,AD,274.0,"['IMP', 'RESTITVT']",RIC_0292_G.jpg,RIC_0292_G.txt
227,Aurelian,RIC_0297_D,Copper,3.49,,AD,274.0,"['IMP', 'PF', 'RESTITVT']",RIC_0297_D.jpg,RIC_0297_D.txt
238,Aurelian,Estiot_84-229,Copper,4.22,,AD,270.0,"['IMP', 'RESTITVT', 'C']",Estiot_84-229.jpg,Estiot_84-229.txt
251,Aurelian,RIC_0324var,Copper,3.83,20.5,,,"['IMP', 'COS', 'TR']",RIC_0324var.jpg,RIC_0324var.txt
262,Aurelian,RIC_0335,Copper,4.49,22.5,,,['IMP'],RIC_0335.jpg,RIC_0335.txt
263,Aurelian,RIC_0336,Copper,4.19,21.0,,,['IMP'],RIC_0336.jpg,RIC_0336.txt
280,Aurelian,RIC_0349_var_A,Copper,3.72,21.0,,,"['IMP', 'C']",RIC_0349_var_A.jpg,RIC_0349_var_A.txt
284,Aurelian,RIC_0349v,Copper,3.2,20.0,,,"['IMP', 'C']",RIC_0349v.jpg,RIC_0349v.txt
302,Aurelian,RIC_0365var_AC,Copper,4.31,23.0,AD,270.0,"['IMP', 'C']",RIC_0365var_AC.jpg,RIC_0365var_AC.txt
310,Aurelian,RIC_0374_ldc,Gold,5.26,,AD,270.0,"['IMP', 'C']",RIC_0374_ldc.jpg,RIC_0374_ldc.txt
311,Aurelian,RIC_0374_lc,Gold,5.25,,AD,270.0,"['IMP', 'C']",RIC_0374_lc.jpg,RIC_0374_lc.txt
312,Aurelian,RIC_0379,Gold,5.7,,AD,270.0,['IMP'],RIC_0379.jpg,RIC_0379.txt
342,Aurelian,RIC_0408_2,Copper,4.19,,,,['IMP'],RIC_0408_2.jpg,RIC_0408_2.txt
348,Aurelian,Milne_4319,Copper,8.59,,AD,272.0,['C'],Milne_4319.jpg,Milne_4319.txt
353,Aurelian,Milne_4359,Copper,9.37,22.0,,,,Milne_4359.jpg,Milne_4359.txt
360,Aurelian,Milne_4393,Copper,9.5,22.0,AD,272.0,,Milne_4393.jpg,Milne_4393.txt
361,Aurelian,Milne_4398,Copper,9.6,,AD,272.0,,Milne_4398.jpg,Milne_4398.txt
376,Aurelian,_cremna_Aulock_PisII_1736,Copper,8.28,,AD,270.0,['IMP'],_cremna_Aulock_PisII_1736.jpg,_cremna_Aulock_PisII_1736.txt
378,Aurelian,_perga_Waddington_3433,Copper,0.7,,AD,270.0,,_perga_Waddington_3433.jpg,_perga_Waddington_3433.txt
379,Aurelian,_side_Imhoof_GRM_11,Copper,12.1,,AD,270.0,,_side_Imhoof_GRM_11.jpg,_side_Imhoof_GRM_11.txt
3,Aureolus,Elmer_612,Copper,3.93,,AD,267,['IMP'],Elmer_612.jpg,Elmer_612.txt
7,Aureolus,aureolus378,Copper,3.88,,AD,267,['IMP'],aureolus378.jpg,aureolus378.txt
11,Aureolus,aureolus388[postumus],Copper,3.78,19.0,AD,268,['IMP'],aureolus388[postumus].jpg,aureolus388[postumus].txt
24,Balbinus,RIC_0024,Brass,17.73,32.0,AD,238.0,"['IMP', 'CAES', 'SC']",RIC_0024.jpg,RIC_0024.txt
29,Balbinus,_miletus_Mionnet_III_804,Copper,6.83,,AD,238.0,,_miletus_Mionnet_III_804.jpg,_miletus_Mionnet_III_804.txt
30,Balbinus,_tarsos_BMC_241,Copper,22.8,,,,,_tarsos_BMC_241.jpg,_tarsos_BMC_241.txt
34,Balbinus,_tarsos_SNGvA_6033,Copper,29.07,,,,,_tarsos_SNGvA_6033.jpg,_tarsos_SNGvA_6033.txt
8,Basiliscus,RIC_1030,Gold,1.47,,AD,476.0,['AVG'],RIC_1030.jpg,RIC_1030.txt
3,Britannicus,RPC_1033,Copper,9.71,,,,,RPC_1033.jpg,RPC_1033.txt
13,Britannicus,RPC_2818,Copper,17.57,,AD,4.0,,RPC_2818.jpg,RPC_2818.txt
14,Britannicus,RPC_2915,Copper,4.42,17.0,AD,5.0,,RPC_2915.jpg,RPC_2915.txt
20,Britannicus,RPC_4045,Copper,9.25,,AD,5.0,,RPC_4045.jpg,RPC_4045.txt
1,Gaius And Lucius,Cohen_Tessera_1,Copper,3.65,,AD,4.0,,Cohen_Tessera_1.jpg,Cohen_Tessera_1.txt
4,Gaius And Lucius,RPC_2365,Copper,3.07,,,,,RPC_2365.jpg,RPC_2365.txt
5,Gaius And Lucius,RPC_2393,Copper,2.56,,BC,-7.0,,RPC_2393.jpg,RPC_2393.txt
7,Gaius And Lucius,RPC_2564_2,Copper,3.92,,,,,RPC_2564.jpg,RPC_2564.txt
11,Gaius And Lucius,RPC_2650,Copper,4.1,,AD,4.0,,RPC_2650.jpg,RPC_2650.txt
14,Gaius And Lucius,RPC_2899,Copper,3.27,,AD,4.0,,RPC_2899.jpg,RPC_2899.txt
15,Gaius And Lucius,RPC_2900,Copper,2.15,,BC,-5.0,,RPC_2900.jpg,RPC_2900.txt
16,Gaius And Lucius,RPC_2946,Copper,3.23,,BC,-4.0,,RPC_2946.jpg,RPC_2946.txt
17,Gaius And Lucius,RPC_2948,Copper,3.4,,BC,-5.0,,RPC_2948.jpg,RPC_2948.txt
19,Gaius And Lucius,RPC_3048,Copper,5.6,,AD,4.0,,RPC_3048.jpg,RPC_3048.txt
22,Gaius And Lucius,RPC_3162,Copper,2.26,,AD,4.0,,RPC_3162.jpg,RPC_3162.txt
45,Caligula,RPC_0371,Copper,12.64,,AD,3.0,"['AVG', 'CAESAR', 'C']",RPC_0371.jpg,RPC_0371.txt
46,Caligula,RPC_0375,Copper,12.64,,AD,3.0,"['AVG', 'IMP', 'CAESAR', 'C']",RPC_0375.jpg,RPC_0375.txt
55,Caligula,RPC_1173_2,Copper,6.21,,,,"['CAESAR', 'C']",RPC_1173_2.jpg,RPC_1173_2.txt
58,Caligula,RPC_1576,Copper,9.66,,AD,3.0,,RPC_1576.jpg,RPC_1576.txt
60,Caligula,RPC_1637,Copper,8.75,,,,,RPC_1637.jpg,RPC_1637.txt
62,Caligula,RPC_1722,Copper,22.16,,AD,3.0,,RPC_1722.jpg,RPC_1722.txt
64,Caligula,RPC_1724,Copper,14.49,,AD,3.0,,RPC_1724.jpg,RPC_1724.txt
66,Caligula,RPC_1726,Copper,3.93,,AD,3.0,,RPC_1726.jpg,RPC_1726.txt
70,Caligula,RPC_1781A_Supp_IV,Copper,5.48,,AD,3.0,,RPC_1781A_Supp_IV.jpg,RPC_1781A_Supp_IV.txt
71,Caligula,RPC_1825,Copper,3.6,,AD,3.0,,RPC_1825.jpg,RPC_1825.txt
74,Caligula,_tomis_CNG_218-336,Copper,3.96,,AD,3.0,,_tomis_CNG_218-336.jpg,_tomis_CNG_218-336.txt
78,Caligula,RPC_2129,Copper,3.1,,AD,3.0,"['AVG', 'C']",RPC_2129.jpg,RPC_2129.txt
80,Caligula,RPC_2312,Copper,12.13,,AD,41.0,,RPC_2312.jpg,RPC_2312.txt
82,Caligula,RPC_2454,Copper,4.25,,AD,41.0,,RPC_2454.jpg,RPC_2454.txt
86,Caligula,RPC_2703,Copper,5.33,,AD,3.0,,RPC_2703.jpg,RPC_2703.txt
87,Caligula,_miletos_RPC_2704,Copper,5.98,,AD,41.0,,_miletos_RPC_2704.jpg,_miletos_RPC_2704.txt
88,Caligula,RPC_2866,Copper,5.4,,AD,3.0,,RPC_2866.jpg,RPC_2866.txt
89,Caligula,RPC_2874,Copper,5.54,,AD,3.0,,RPC_2874.jpg,RPC_2874.txt
94,Caligula,RPC_3021,Copper,2.88,,,,,RPC_3021.jpg,RPC_3021.txt
96,Caligula,RPC_3023,Copper,4.5,,,,,RPC_3023.jpg,RPC_3023.txt
97,Caligula,RPC_3023var,Copper,3.3,,,,,RPC_3023var.jpg,RPC_3023var.txt
100,Caligula,RPC_SuppIII_3024-6,Copper,3.45,,,,,RPC_SuppIII_3024-6.jpg,RPC_SuppIII_3024-6.txt
113,Caligula,RPC_3033var,Copper,3.17,,,,,RPC_3033var.jpg,RPC_3033var.txt
114,Caligula,_philadelphia_Heidelberger_64-2036,Copper,3.0,,AD,3.0,,_philadelphia_Heidelberger_64-2036.jpg,_philadelphia_Heidelberger_64-2036.txt
117,Caligula,RPC_3075,Copper,5.23,,AD,41.0,,RPC_3075.jpg,RPC_3075.txt
118,Caligula,RPC_3076,Copper,5.7,,AD,3.0,,RPC_3076.jpg,RPC_3076.txt
119,Caligula,RPC_3078,Copper,5.1,,AD,3.0,,RPC_3078.jpg,RPC_3078.txt
123,Caligula,RPC_3235,Copper,6.39,,AD,41.0,,RPC_3235.jpg,RPC_3235.txt
124,Caligula,RPC_3236,Copper,5.24,,AD,3.0,,RPC_3236.jpg,RPC_3236.txt
125,Caligula,RPC_3356,Copper,3.58,,,,,RPC_3356.jpg,RPC_3356.txt
126,Caligula,RPC_4017,Copper,8.8,,,,,RPC_4017.jpg,RPC_4017.txt
135,Caligula,RPC_4830,Copper,1.95,,AD,3.0,,RPC_4830.jpg,RPC_4830.txt
136,Caligula,RPC_5444_1,Copper,7.0,,,,,RPC_5444_1.jpg,RPC_5444_1.txt
1,Caracalla,Basel_3076,Silver,3.15,,AD,208.0,,Basel_3076.jpg,Basel_3076.txt
3,Caracalla,Cohen_0584,Copper,59.45,38.0,AD,196.0,['AVG'],Cohen_0584.jpg,Cohen_0584.txt
4,Caracalla,Cohen_VIII_315,Copper,27.47,,,,,Cohen_VIII_315.jpg,Cohen_VIII_315.txt
22,Caracalla,RIC_0017_aureus,Gold,7.31,,AD,201.0,"['AVG', 'CAES']",RIC_0017_aureus.jpg,RIC_0017_aureus.txt
71,Caracalla,RIC_0059a_var,Gold,7.08,,,,"['AVG', 'COS', 'TR']",RIC_0059a_var.jpg,RIC_0059a_var.txt
121,Caracalla,RIC_0125_var,Silver,3.34,,AD,201.0,,RIC_0125_var.jpg,RIC_0125_var.txt
136,Caracalla,RIC_0143_aureus,Gold,7.4,,AD,201.0,,RIC_0143_aureus.jpg,RIC_0143_aureus.txt
146,Caracalla,RIC_0154var,Silver,3.2,18.0,AD,199.0,,RIC_0154var.jpg,RIC_0154var.txt
155,Caracalla,RIC_0164var,Silver,2.72,,AD,207.0,"['COS', 'TR']",RIC_0164var.jpg,RIC_0164var.txt
240,Caracalla,RIC_0264d,Gold,6.43,20.0,AD,215.0,"['AVG', 'COS', 'TR']",RIC_0264d.jpg,RIC_0264d.txt
256,Caracalla,RIC_0274b_Limes,Copper,3.92,23.14,AD,216.0,"['AVG', 'COS', 'TR']",RIC_0274b_Limes.jpg,RIC_0274b_Limes.txt
261,Caracalla,RIC_0277b,Silver,5.0,,AD,216.0,"['AVG', 'COS', 'TR']",RIC_0277b.jpg,RIC_0277b.txt
276,Caracalla,RIC_0285a,Silver,3.45,19.04,AD,217.0,"['AVG', 'COS', 'TR', 'PM']",RIC_0285a.jpg,RIC_0285a.txt
290,Caracalla,RIC_0294c_Limes,Copper,3.17,22.0,AD,217.0,"['AVG', 'COS', 'TR']",RIC_0294c_Limes.jpg,RIC_0294c_Limes.txt
312,Caracalla,RIC_0317a,Silver,1.44,14.0,AD,214.0,"['AVG', 'COS']",RIC_0317a.jpg,RIC_0317a.txt
317,Caracalla,RIC_0331var,Silver,3.16,,AD,198.0,"['AVG', 'IMP', 'TR', 'C']",RIC_0331var.jpg,RIC_0331var.txt
323,Caracalla,RIC_0337_limes,Copper,2.7,18.72,AD,198.0,"['AVG', 'IMP', 'TR', 'C']",RIC_0337_limes.jpg,RIC_0337_limes.txt
352,Caracalla,RIC_0450a,Brass,20.2,32.0,AD,210.0,"['COS', 'TR']",RIC_0450a.jpg,RIC_0450a.txt
364,Caracalla,RIC_0475,Copper,11.5,28.0,AD,198.0,['SC'],RIC_0475.jpg,RIC_0475.txt
367,Caracalla,RIC_0480a,Brass,23.96,33.0,AD,211.0,"['AVG', 'COS', 'SC', 'TR']",RIC_0480a.jpg,RIC_0480a.txt
369,Caracalla,BMCRE_266_RIC_483d_var,Brass,29.75,,AD,211.0,"['COS', 'PP', 'SC', 'TR', 'BRIT']",BMCRE_266_RIC_483d_var.jpg,BMCRE_266_RIC_483d_var.txt
370,Caracalla,RIC_0485a,Brass,13.85,27.0,AD,211.0,"['AVG', 'COS', 'SC', 'TR']",RIC_0485a.jpg,RIC_0485a.txt
377,Caracalla,RIC_0492,Brass,11.61,28.0,AD,212.0,"['AVG', 'COS', 'TR']",RIC_0492.jpg,RIC_0492.txt
378,Caracalla,RIC_0493a,Copper,11.48,26.0,AD,212.0,"['AVG', 'COS', 'TR']",RIC_0493a.jpg,RIC_0493a.txt
382,Caracalla,RIC_0499a,Brass,33.06,34.0,AD,213.0,"['AVG', 'IMP', 'COS', 'TR']",RIC_0499a.jpg,RIC_0499a.txt
384,Caracalla,RIC_0500a_var,Brass,27.45,,AD,198.0,"['AVG', 'IMP', 'COS', 'TR']",RIC_0500a_var.jpg,RIC_0500a_var.txt
385,Caracalla,RIC_0500b,Brass,23.33,,AD,198.0,"['AVG', 'IMP', 'COS', 'TR']",RIC_0500b.jpg,RIC_0500b.txt
387,Caracalla,RIC_0504,Copper,9.92,,AD,213.0,"['AVG', 'COS', 'PP', 'TR', 'PM']",RIC_0504.jpg,RIC_0504.txt
409,Caracalla,RIC_0531a,Copper,11.57,25.0,AD,214.0,"['AVG', 'IMP', 'COS', 'TR']",RIC_0531a.jpg,RIC_0531a.txt
411,Caracalla,RIC_532a_var,Copper,9.5,24.0,AD,198.0,"['AVG', 'IMP', 'COS', 'TR']",RIC_532a_var.jpg,RIC_532a_var.txt
414,Caracalla,RIC_0538a_2,Brass,22.02,,AD,215.0,"['AVG', 'IMP', 'COS', 'TR']",RIC_0538a.jpg,RIC_0538a.txt
419,Caracalla,RIC_0543var,Brass,27.29,29.0,AD,215.0,"['AVG', 'IMP', 'COS', 'PP', 'SC', 'TR']",RIC_0543var.jpg,RIC_0543var.txt
427,Caracalla,RIC_0568b,Copper,10.37,25.0,AD,198.0,"['AVG', 'COS', 'SC', 'TR']",RIC_0568b.jpg,RIC_0568b.txt
440,Caracalla,_abydos_Hervera_64-342,Copper,26.6,36.0,,,,_abydos_Hervera_64-342.jpg,_abydos_Hervera_64-342.txt
445,Caracalla,_adana_SNG_Tahberer_70,Copper,25.2,,AD,198.0,,_adana_SNG_Tahberer_70.jpg,_adana_SNG_Tahberer_70.txt
447,Caracalla,_adramyteon_vFritze_131,Copper,6.93,,AD,198.0,,_adramyteon_vFritze_131.jpg,_adramyteon_vFritze_131.txt
450,Caracalla,_adramyteum_Lanz_TEK2013,Copper,2.21,,AD,198.0,,_adramyteum_Lanz_TEK2013.jpg,_adramyteum_Lanz_TEK2013.txt
457,Caracalla,Prieur_1634,Silver,14.35,24.0,AD,198.0,,Prieur_1634.jpg,Prieur_1634.txt
459,Caracalla,_aezanis_BMC_126,Copper,4.02,,AD,198.0,,_aezanis_BMC_126.jpg,_aezanis_BMC_126.txt
461,Caracalla,_aigeai_Levante_NC1984_200,Copper,21.17,,AD,202.0,,_aigeai_Levante_NC1984_200.jpg,_aigeai_Levante_NC1984_200.txt
462,Caracalla,_aigion_Kroll_67,Copper,7.0,,,,,_aigion_Kroll_67.jpg,_aigion_Kroll_67.txt
465,Caracalla,Prieur_1226,Silver,12.98,26.0,AD,198.0,,Prieur_1226.jpg,Prieur_1226.txt
466,Caracalla,_akmoneia_BMC_70,Copper,6.62,,AD,198.0,,_akmoneia_BMC_70.jpg,_akmoneia_BMC_70.txt
467,Caracalla,_akmoneia_BMC_72,Copper,7.73,,AD,198.0,,_akmoneia_BMC_72.jpg,_akmoneia_BMC_72.txt
469,Caracalla,_alabanda_BMC_45,Copper,7.74,,,,,_alabanda_BMC_45.jpg,_alabanda_BMC_45.txt
473,Caracalla,_alabanda_SNGMunich_49,Copper,8.59,,,,,_alabanda_SNGMunich_49.jpg,_alabanda_SNGMunich_49.txt
474,Caracalla,_alabanda_SNGTub_3347,Copper,6.2,,,,,_alabanda_SNGTub_3347.jpg,_alabanda_SNGTub_3347.txt
478,Caracalla,_alexandriaTroas_Bellinger_A273,Copper,7.94,,AD,197.0,['AVG'],_alexandriaTroas_Bellinger_A273.jpg,_alexandriaTroas_Bellinger_A273.txt
480,Caracalla,_alexandreia_Bellinger_A282,Copper,8.88,,,,['AVG'],_alexandreia_Bellinger_A282.jpg,_alexandreia_Bellinger_A282.txt
481,Caracalla,_alexandreia_Bellinger_A284,Copper,7.2,,,,,_alexandreia_Bellinger_A284.jpg,_alexandreia_Bellinger_A284.txt
483,Caracalla,_alexandreia_BMC_084,Copper,6.3,,,,,_alexandreia_BMC_084.jpg,_alexandreia_BMC_084.txt
493,Caracalla,_alexandriaTroas_SNGRighetti_781,Copper,6.557,,AD,198.0,['AVG'],_alexandriaTroas_SNGRighetti_781.jpg,_alexandriaTroas_SNGRighetti_781.txt
494,Caracalla,_alexandreia_SNGvA_7559,Copper,8.58,,,,,_alexandreia_SNGvA_7559.jpg,_alexandreia_SNGvA_7559.txt
495,Caracalla,_alia_BMC_7,Copper,6.22,,AD,198.0,,_alia_BMC_7.jpg,_alia_BMC_7.txt
496,Caracalla,_alinda_BMC_17,Copper,22.18,,AD,198.0,,_alinda_BMC_17.jpg,_alinda_BMC_17.txt
497,Caracalla,_amasia_BMC_023,Copper,13.0,,AD,207.0,,_amasia_BMC_023.jpg,_amasia_BMC_023.txt
498,Caracalla,_amaseia_BMC_29,Copper,15.09,,AD,198.0,,_amaseia_BMC_29.jpg,_amaseia_BMC_29.txt
500,Caracalla,_amaseia_Dalaison_376,Copper,17.3,,AD,206.0,,_amaseia_Dalaison_376.jpg,_amaseia_Dalaison_376.txt
503,Caracalla,_amaseia_Dalaison_505,Copper,18.19,,AD,198.0,,_amaseia_Dalaison_505.jpg,_amaseia_Dalaison_505.txt
505,Caracalla,_amasia_RecGen_65,Copper,17.11,,AD,198.0,,_amasia_RecGen_65.jpg,_amasia_RecGen_65.txt
506,Caracalla,_amaseia_RecGen_66,Copper,12.98,,AD,209.0,,_amaseia_RecGen_66.jpg,_amaseia_RecGen_66.txt
509,Caracalla,_amaseia_RecGen_69,Copper,16.55,,AD,206.0,,_amaseia_RecGen_69.jpg,_amaseia_RecGen_69.txt
515,Caracalla,_amblada_Aulock_Pisid_I_132,Copper,11.04,,AD,198.0,,_amblada_Aulock_Pisid_I_132.jpg,_amblada_Aulock_Pisid_I_132.txt
516,Caracalla,_amblada_SNGPfalz_6,Copper,5.3,,AD,198.0,,_amblada_SNGPfalz_6.jpg,_amblada_SNGPfalz_6.txt
517,Caracalla,_amisos_Helios_5-613,Copper,17.58,,AD,210.0,,_amisos_Helios_5-613.jpg,_amisos_Helios_5-613.txt
518,Caracalla,_amisus_RecGen_114A,Copper,21.77,,AD,210.0,,_amisus_RecGen_114A.jpg,_amisus_RecGen_114A.txt
522,Caracalla,_amorium_Stoll_19,Copper,21.01,,AD,198.0,,_amorium_Stoll_19.jpg,_amorium_Stoll_19.txt
523,Caracalla,_amphipolis_BMC_128,Copper,7.94,,AD,198.0,,_amphipolis_BMC_128.jpg,_amphipolis_BMC_128.txt
524,Caracalla,_amphipolis_Mionnet_S3_286,Copper,7.28,,AD,198.0,,_amphipolis_Mionnet_S3_286.jpg,_amphipolis_Mionnet_S3_286.txt
547,Caracalla,_anchialus_Varbanov_345,Copper,10.53,,,,,_anchialus_Varbanov_345.jpg,_anchialus_Varbanov_345.txt
